OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-11401 [DTC],2024-204C,2025-10-07T18:46:42.000038,15.69695364,0.0001072,53.1571,30.3302,84.7676,321.36,0,C,61876,280,1,-1.8837e-07,-2.2855e-07,0,0.278,SpaceX-E
STARLINK-11321 [DTC],2024-204D,2025-10-07T18:38:42.000000,15.69703747,0.0001073,53.1573,30.3004,90.2025,312.2394,0,C,61877,280,1,-4.6341e-05,-5.6231e-05,0,0.39,SpaceX-E
STARLINK-11314 [DTC],2024-204E,2025-10-07T18:43:41.999981,15.69701814,0.0001062,53.157,30.2264,90.0548,359.7603,0,C,61878,280,1,-4.6912e-05,-5.6919e-05,0,0.451,SpaceX-E
STARLINK-11324 [DTC],2024-204F,2025-10-07T18:44:42.000029,15.69730448,9.84e-05,53.157,30.1661,72.992,48.3562,0,C,61879,280,1,6.9953e-05,8.5026e-05,0,0.661,SpaceX-E
STARLINK-11328 [DTC],2024-204G,2025-10-07T18:45:41.999990,15.69702074,0.0001032,53.1567,30.105,81.3335,71.811,0,C,61880,280,1,-5.8931e-05,-7.1498e-05,0,0.388,SpaceX-E
STARLINK-11329 [DTC],2024-204H,2025-10-07T18:43:41.999981,15.69701509,0.0001081,53.1566,30.0543,89.6016,83.4286,0,C,61881,280,1,-5.4939e-05,-6.6655e-05,0,0.369,SpaceX-E
STARLINK-11398 [DTC],2024-204J,2025-10-07T18:39:41.999962,15.6970602,0.0001046,53.1567,30.011,90.7632,94.2948,0,C,61882,280,1,-8.6908e-05,-0.00010544,0,0.4,SpaceX-E
STARLINK-11383 [DTC],2024-204K,2025-10-07T18:37:42.000038,15.69694577,0.0001032,53.1573,29.904,84.4838,148.2013,0,C,61883,280,1,1.2351e-06,1.4985e-06,0,0.36,SpaceX-E
STARLINK-11359 [DTC],2024-204L,2025-10-07T18:41:41.999971,15.69706815,0.0001116,53.157,29.9472,98.6602,121.9872,0,C,61884,280,1,-9.2989e-05,-0.00011282,0,0.402,SpaceX-E
STARLINK-11301 [DTC],2024-204M,2025-10-07T18:42:42.000019,15.69704816,0.0001045,53.1572,29.8298,81.1155,198.936,0,C,61885,280,1,-8.6877e-05,-0.0001054,0,0.334,SpaceX-E
STARLINK-11351 [DTC],2024-204N,2025-10-07T18:44:42.000029,15.69686862,0.0001085,53.1572,29.7656,88.9253,226.7283,0,C,61886,280,1,4.6038e-05,5.585e-05,0,0.396,SpaceX-E
STARLINK-32410,2024-204P,2025-10-07T19:28:41.999981,15.30209945,0.0001159,53.1578,117.1336,85.8663,213.1459,0,C,61887,280,1,-0.00051026,-0.00015141,0,0.269,SpaceX-E
STARLINK-32377,2024-204Q,2025-10-07T19:24:41.999962,15.30215781,0.0001193,53.1584,117.0626,86.6854,237.725,0,C,61888,280,1,-0.00055309,-0.00016414,0,0.439,SpaceX-E
STARLINK-32292,2024-204R,2025-10-07T19:23:42.000000,15.30194404,0.0001176,53.1573,117.2494,87.2058,140.3331,0,C,61889,280,1,-0.00024971,-7.4079e-05,0,0.299,SpaceX-E
STARLINK-32501,2024-204S,2025-10-07T19:25:42.000010,15.30203697,6.03e-05,53.1569,117.414,87.8754,60.0651,0,C,61890,280,1,-0.00031664,-9.3955e-05,0,0.374,SpaceX-E
STARLINK-32383,2024-204T,2025-10-07T19:01:41.999981,15.30200716,0.0001321,53.1569,117.4208,109.6515,341.3272,0,C,61891,280,1,-0.00039048,-0.00011585,0,0.279,SpaceX-E
STARLINK-32239,2024-204U,2025-10-07T19:30:41.999990,15.30198972,0.0001192,53.1569,117.4813,84.5517,41.8239,0,C,61892,280,1,-0.00053408,-0.00015842,0,0.364,SpaceX-E
STARLINK-32489,2024-204V,2025-10-07T19:27:42.000019,15.30207456,0.0001179,53.1591,116.9515,89.3062,298.9516,0,C,61893,280,1,-0.00055889,-0.00016582,0,0.331,SpaceX-E
STARLINK-32303,2024-207A,2025-10-07T19:26:41.999971,15.27555171,0.0001618,43.0022,65.0757,262.1605,28.619,0,C,61912,280,1,0.0009337,0.00025781,0,0.305,SpaceX-E
STARLINK-32434,2024-207B,2025-10-07T19:26:41.999971,15.27560187,0.0001464,43.0034,65.4374,262.4986,239.7066,0,C,61913,280,1,0.00084308,0.0002328,0,0.309,SpaceX-E
STARLINK-32460,2024-207C,2025-10-07T19:27:42.000019,15.27559595,0.0002005,43.0046,64.6987,272.1152,178.1275,0,C,61914,280,1,0.00090141,0.00024892,0,0.283,SpaceX-E
STARLINK-32559,2024-207D,2025-10-07T19:23:42.000000,15.27561245,0.0001542,43.0032,64.8994,259.8032,97.337,0,C,61915,280,1,0.00058723,0.00016212,0,0.354,SpaceX-E
STARLINK-32541,2024-207E,2025-10-07T19:21:41.999990,15.27559073,0.0001488,43.0011,68.8722,263.9656,235.9465,0,C,61916,280,1,0.00076593,0.00021148,0,0.315,SpaceX-E
STARLINK-32544,2024-207F,2025-10-07T19:30:41.999990,15.2755215,0.0001333,43.0019,64.9748,274.4473,66.9862,0,C,61917,280,1,0.00089581,0.00024731,0,0.291,SpaceX-E
STARLINK-32555,2024-207G,2025-10-07T19:27:42.000019,15.27559928,0.0001541,43.003,69.001,271.9584,187.225,0,C,61918,280,1,0.00061805,0.00017063,0,0.349,SpaceX-E
STARLINK-32547,2024-207H,2025-10-07T19:30:41.999990,15.27562118,0.0001421,43.0046,64.7036,264.0805,190.54,0,C,61919,280,1,0.00098584,0.00027227,0,0.266,SpaceX-E
STARLINK-32616,2024-207J,2025-10-07T19:22:42.000038,15.27558612,0.0001378,43.0017,65.1909,270.1754,322.8746,0,C,61920,280,1,0.00063665,0.00017576,0,0.434,SpaceX-E
STARLINK-32605,2024-207K,2025-10-07T19:28:41.999981,15.27560726,0.0001632,43.0018,64.9286,265.9573,89.0629,0,C,61921,280,1,0.00076188,0.00021037,0,0.297,SpaceX-E
STARLINK-32579,2024-207L,2025-10-07T19:29:42.000029,15.27551848,0.0001454,43.0007,68.7892,266.8693,284.8913,0,C,61922,280,1,0.00057449,0.00015856,0,0.409,SpaceX-E
STARLINK-32537,2024-207M,2025-10-07T19:26:41.999971,15.27560785,0.0001351,43.0036,69.0358,266.3486,174.8495,0,C,61923,280,1,0.00082218,0.00022703,0,0.281,SpaceX-E
STARLINK-32564,2024-207N,2025-10-07T19:27:42.000019,15.27562048,0.0001745,43.0032,68.9474,262.402,217.9984,0,C,61924,280,1,0.00076568,0.00021143,0,0.311,SpaceX-E
STARLINK-32536,2024-207P,2025-10-07T19:20:42.000029,15.27562024,0.0001965,43.0042,69.108,270.0307,127.0083,0,C,61925,280,1,0.00070886,0.00019573,0,0.309,SpaceX-E
STARLINK-32624,2024-207Q,2025-10-07T19:22:42.000038,15.27540555,0.000148,43.0045,64.6491,271.6256,187.8284,0,C,61926,280,1,0.0011289,0.00031162,0,0.272,SpaceX-E
STARLINK-32622,2024-207R,2025-10-07T19:23:42.000000,15.27562283,0.0001439,43.0047,64.7455,266.1908,154.5898,0,C,61927,280,1,0.00099142,0.00027381,0,0.261,SpaceX-E
STARLINK-32620,2024-207S,2025-10-07T19:28:41.999981,15.27554432,0.0001493,43.002,65.113,260.0143,17.1998,0,C,61928,280,1,0.00090341,0.00024943,0,0.312,SpaceX-E
STARLINK-32609,2024-207T,2025-10-07T19:22:42.000038,15.27537168,0.0001436,43.002,65.0377,267.156,29.598,0,C,61929,280,1,0.0010444,0.00028823,0,0.26,SpaceX-E
STARLINK-32567,2024-207U,2025-10-07T19:20:42.000029,15.2755706,0.000142,43.0028,61.7639,263.1033,305.4905,0,C,61930,280,1,0.00095251,0.00026302,0,0.3,SpaceX-E
STARLINK-32420,2024-207V,2025-10-07T19:23:42.000000,15.27561482,0.0001938,43.0034,64.8443,265.9871,112.3662,0,C,61931,280,1,0.00075835,0.0002094,0,0.308,SpaceX-E
STARLINK-32354,2024-207W,2025-10-07T19:25:42.000010,15.27555686,0.0001469,43.0017,68.903,264.1547,229.8578,0,C,61932,280,1,0.00053957,0.00014894,0,0.404,SpaceX-E
STARLINK-32361,2024-207X,2025-10-07T19:22:42.000038,15.27562582,0.000135,43.0041,65.4603,266.059,206.7137,0,C,61933,280,1,0.00094302,0.00026044,0,0.273,SpaceX-E
STARLINK-32500,2024-207Z,2025-10-07T19:26:41.999971,15.27558594,0.0001522,43.0015,68.7426,262.4858,299.0032,0,C,61935,280,1,0.00069523,0.00019194,0,0.365,SpaceX-E
STARLINK-11407 [DTC],2024-209A,2025-10-07T18:39:41.999962,15.69698813,0.0001064,53.1571,44.8439,89.2441,296.7176,0,C,61939,280,1,-2.5461e-05,-3.0891e-05,0,0.363,SpaceX-E
STARLINK-11337 [DTC],2024-209B,2025-10-07T18:46:42.000038,15.69690724,0.0001082,53.1573,44.7629,88.1453,353.0466,0,C,61940,280,1,1.7516e-05,2.1249e-05,0,0.424,SpaceX-E
STARLINK-11353 [DTC],2024-209C,2025-10-07T18:46:42.000038,15.69690391,0.0001077,53.1572,44.7057,90.2827,18.6492,0,C,61941,280,1,1.3985e-05,1.6965e-05,0,0.397,SpaceX-E
STARLINK-11320 [DTC],2024-209D,2025-10-07T18:40:42.000010,15.69697346,0.0001065,53.1571,45.4042,82.594,29.9279,0,C,61942,280,1,-2.0908e-05,-2.5367e-05,0,0.412,SpaceX-E
STARLINK-11425 [DTC],2024-209E,2025-10-07T18:36:41.999990,15.69700814,0.0001064,53.1569,45.3614,87.3754,37.1759,0,C,61943,280,1,-5.0569e-05,-6.1353e-05,0,0.424,SpaceX-E
STARLINK-11422 [DTC],2024-209F,2025-10-07T18:39:41.999962,15.69705631,0.0001076,53.157,45.2944,89.6106,74.4515,0,C,61944,280,1,-6.1365e-05,-7.4461e-05,0,0.364,SpaceX-E
STARLINK-11421 [DTC],2024-209G,2025-10-07T18:36:41.999990,15.6970791,0.0001161,53.1572,45.2474,88.156,91.8652,0,C,61945,280,1,-0.00010118,-0.00012276,0,0.383,SpaceX-E
STARLINK-11410 [DTC],2024-209H,2025-10-07T18:36:41.999990,15.69699127,0.0001109,53.157,45.1899,84.0609,123.7019,0,C,61946,280,1,-1.9704e-05,-2.3908e-05,0,0.373,SpaceX-E
STARLINK-11390 [DTC],2024-209J,2025-10-07T18:42:42.000019,15.69706748,0.0001068,53.1567,45.1137,89.4629,169.5932,0,C,61947,280,1,-8.9763e-05,-0.00010891,0,0.336,SpaceX-E
STARLINK-11414 [DTC],2024-209K,2025-10-07T18:40:42.000010,15.69711043,0.0001091,53.1571,44.8931,82.8696,279.282,0,C,61948,280,1,-0.00013279,-0.00016111,0,0.306,SpaceX-E
STARLINK-11424 [DTC],2024-209L,2025-10-07T18:38:42.000000,15.6970249,0.0001022,53.1566,44.9567,86.8397,239.7219,0,C,61949,280,1,-5.665e-05,-6.8732e-05,0,0.341,SpaceX-E
STARLINK-11423 [DTC],2024-209M,2025-10-07T18:36:41.999990,15.69699471,0.0001041,53.1567,45.0795,82.3456,180.8912,0,C,61950,280,1,-4.5138e-05,-5.4761e-05,0,0.372,SpaceX-E
STARLINK-11395 [DTC],2024-209N,2025-10-07T18:41:41.999971,15.69703094,0.0001052,53.1565,45.0017,91.4952,219.1133,0,C,61951,280,1,-7.5397e-05,-9.1471e-05,0,0.421,SpaceX-E
STARLINK-32572,2024-209P,2025-10-07T19:24:41.999962,15.30202823,0.0001121,53.1569,132.3216,89.6309,245.9494,0,C,61952,280,1,-0.00041746,-0.00012386,0,0.302,SpaceX-E
STARLINK-32585,2024-209Q,2025-10-07T19:23:42.000000,15.30197829,0.0001221,53.1587,132.736,87.822,34.5373,0,C,61953,280,1,-0.0001742,-5.1687e-05,0,0.35,SpaceX-E
STARLINK-32574,2024-209R,2025-10-07T19:28:41.999981,15.30230807,0.0001206,53.1584,132.8335,83.5727,359.6708,0,C,61954,280,1,-0.00040044,-0.00011891,0,0.459,SpaceX-E
STARLINK-32583,2024-209S,2025-10-07T19:22:42.000038,15.30164642,0.000157,53.1585,132.6682,92.7037,60.8075,0,C,61955,280,1,0.00014726,4.3663e-05,0,0.28,SpaceX-E
STARLINK-32273,2024-209T,2025-10-07T19:29:42.000029,15.30209144,0.000111,53.1568,132.3574,86.3782,239.2567,0,C,61956,280,1,-0.00033632,-9.9811e-05,0,0.381,SpaceX-E
STARLINK-32359,2024-209U,2025-10-07T19:26:41.999971,15.30198181,0.0001231,53.158,132.5872,87.8558,115.7911,0,C,61957,280,1,-0.00023374,-6.9352e-05,0,0.274,SpaceX-E
STARLINK-32566,2024-209V,2025-10-07T19:28:41.999981,15.30204824,7.68e-05,53.1567,132.3291,95.8085,243.4452,0,C,61958,280,1,-0.00037661,-0.00011175,0,0.299,SpaceX-E
STARLINK-32499,2024-210A,2025-10-07T19:21:41.999990,15.27600807,0.0001501,43.0012,322.8301,263.6071,79.7161,0,C,61959,280,1,0.00014962,4.1344e-05,0,0.679,SpaceX-E
STARLINK-32372,2024-210B,2025-10-07T19:23:42.000000,15.27594735,0.0001342,43.0008,322.9219,264.3125,44.2128,0,C,61960,280,1,0.00028837,7.9675e-05,0,0.654,SpaceX-E
STARLINK-32452,2024-210C,2025-10-07T19:29:42.000029,15.2761152,0.0001438,43.0026,316.1105,266.6889,9.9131,0,C,61961,280,1,-0.00045485,-0.00012566,0,0.789,SpaceX-E
STARLINK-32458,2024-210D,2025-10-07T19:23:42.000000,15.27609667,0.0001457,43.003,308.8791,267.4933,122.3336,0,C,61962,280,1,-0.00054071,-0.00014936,0,0.732,SpaceX-E
STARLINK-32487,2024-210E,2025-10-07T19:38:42.000029,15.27607526,0.0001255,43.0029,323.2475,270.717,292.4297,0,C,61963,280,1,-0.00024751,-6.8381e-05,0,0.777,SpaceX-E
STARLINK-32513,2024-210F,2025-10-07T19:29:42.000029,15.27598724,0.0001343,43.0016,308.7008,262.4377,214.0252,0,C,61964,280,1,-0.00024772,-6.842e-05,0,0.654,SpaceX-E
STARLINK-32514,2024-210G,2025-10-07T19:20:42.000029,15.27611623,0.0001485,43.0028,316.1959,263.4632,317.5067,0,C,61965,280,1,-0.0003969,-0.00010965,0,0.78,SpaceX-E
STARLINK-32498,2024-210H,2025-10-07T19:25:42.000010,15.27595474,0.0001365,43.0003,308.5303,263.7125,275.2749,0,C,61966,280,1,-0.00025161,-6.9488e-05,0,0.593,SpaceX-E
STARLINK-32518,2024-210J,2025-10-07T19:21:41.999990,15.27601544,0.000145,43.0011,316.3353,262.9144,180.5723,0,C,61967,280,1,-9.4893e-06,-2.6218e-06,0,0.688,SpaceX-E
STARLINK-32471,2024-210K,2025-10-07T19:23:42.000000,15.27603922,0.0001351,43.0028,316.051,259.4172,29.6181,0,C,61968,280,1,-0.00034717,-9.5897e-05,0,0.725,SpaceX-E
STARLINK-32450,2024-210L,2025-10-07T19:30:41.999990,15.27603239,0.0001652,43.003,316.0711,267.3685,27.2202,0,C,61969,280,1,-0.00036539,-0.00010093,0,0.744,SpaceX-E
STARLINK-32613,2024-210M,2025-10-07T19:21:41.999990,15.27584897,0.0001416,43.001,323.5551,267.6268,131.51,0,C,61970,280,1,0.00024696,6.821e-05,0,0.631,SpaceX-E
STARLINK-32610,2024-210N,2025-10-07T19:23:42.000000,15.27602954,0.0001445,43.0021,323.4457,262.9901,186.2068,0,C,61971,280,1,1.5775e-05,4.3586e-06,0,0.732,SpaceX-E
STARLINK-32612,2024-210P,2025-10-07T19:29:42.000029,15.27634482,0.0001692,43.0017,323.4731,264.9082,185.9061,0,C,61972,280,1,-0.00022832,-6.3134e-05,0,0.834,SpaceX-E
STARLINK-32601,2024-210Q,2025-10-07T19:19:41.999981,15.27596919,0.0001366,43.0011,322.8847,267.1769,47.2939,0,C,61973,280,1,1.2598e-06,3.4802e-07,0,0.675,SpaceX-E
STARLINK-32593,2024-210R,2025-10-07T19:23:42.000000,15.27602833,0.0001371,43.001,323.6311,263.7825,107.6011,0,C,61974,280,1,0.00011501,3.1781e-05,0,0.725,SpaceX-E
STARLINK-32586,2024-210S,2025-10-07T19:24:41.999962,15.27607639,0.0001429,43.0029,323.2516,265.4186,265.4253,0,C,61975,280,1,-0.00019831,-5.479e-05,0,0.77,SpaceX-E
STARLINK-32611,2024-210T,2025-10-07T19:27:42.000019,15.27577758,0.000161,43.0028,323.189,269.008,294.5775,0,C,61976,280,1,0.00039977,0.00011041,0,0.571,SpaceX-E
STARLINK-32607,2024-210U,2025-10-07T19:26:41.999971,15.27582844,0.0001388,43.0022,323.3806,267.4675,214.4492,0,C,61977,280,1,0.00043531,0.00012025,0,0.545,SpaceX-E
STARLINK-32606,2024-210V,2025-10-07T19:48:41.999990,15.28650144,9.8e-05,43.0039,323.1914,282.5659,325.7959,0,C,61978,280,1,0.0012464,0.00035599,0,0.247,SpaceX-E
STARLINK-32578,2024-210W,2025-10-07T19:29:42.000029,15.27592836,0.0001442,43.0012,322.9945,255.1296,33.9044,0,C,61979,280,1,0.00029405,8.1239e-05,0,0.631,SpaceX-E
STARLINK-32517,2024-210X,2025-10-07T19:21:41.999990,15.27587665,0.0001347,43.0005,323.604,262.5026,115.4208,0,C,61980,280,1,0.00020887,5.7693e-05,0,0.646,SpaceX-E
STARLINK-32522,2024-210Y,2025-10-07T19:28:41.999981,15.27581723,0.0001416,43.0024,323.1333,269.5421,319.0766,0,C,61981,280,1,0.00051039,0.00014099,0,0.56,SpaceX-E
STARLINK-32560,2024-210Z,2025-10-07T19:09:42.000019,15.27586081,0.0001424,43.0009,323.0221,264.4765,329.3116,0,C,61982,280,1,0.00048041,0.00013272,0,0.599,SpaceX-E
STARLINK-11433 [DTC],2024-213A,2025-10-07T18:41:41.999971,15.69705777,0.0001038,53.1566,74.8877,87.5006,181.6547,0,C,62008,280,1,-8.3906e-05,-0.0001018,0,0.362,SpaceX-E
STARLINK-11262 [DTC],2024-213B,2025-10-07T18:40:42.000010,15.69698201,0.0001101,53.1569,75.3485,82.4493,320.8861,0,C,62009,280,1,-2.3713e-05,-2.877e-05,0,0.44,SpaceX-E
STARLINK-11326 [DTC],2024-213C,2025-10-07T18:37:42.000038,15.69702408,0.0001013,53.1564,75.1278,89.8743,52.6302,0,C,62010,280,1,-6.4212e-05,-7.7904e-05,0,0.38,SpaceX-E
STARLINK-11330 [DTC],2024-213D,2025-10-07T18:45:41.999990,15.69695503,0.0001129,53.1569,75.2726,79.7147,10.9961,0,C,62011,280,1,-1.5668e-05,-1.9008e-05,0,0.467,SpaceX-E
STARLINK-11363 [DTC],2024-213E,2025-10-07T18:38:42.000000,15.69706163,9.83e-05,53.1564,75.0129,88.0281,113.8727,0,C,62012,280,1,-8.8633e-05,-0.00010754,0,0.426,SpaceX-E
STARLINK-11377 [DTC],2024-213F,2025-10-07T18:41:41.999971,15.69709666,0.0001015,53.1565,74.9506,92.6252,148.7849,0,C,62013,280,1,-0.00010307,-0.00012506,0,0.33,SpaceX-E
STARLINK-11385 [DTC],2024-213G,2025-10-07T18:52:41.999981,15.69703102,0.0001075,53.1567,75.1931,86.536,59.3854,0,C,62014,280,1,-3.9331e-05,-4.7725e-05,0,0.285,SpaceX-E
STARLINK-11396 [DTC],2024-213H,2025-10-07T18:44:42.000029,15.69714078,8.32e-05,53.1568,74.82,83.4562,225.2162,0,C,62015,280,1,-0.00015872,-0.00019256,0,0.542,SpaceX-E
STARLINK-11393 [DTC],2024-213J,2025-10-07T18:43:41.999981,15.6969655,0.0001011,53.1568,74.7691,81.9492,250.5391,0,C,62016,280,1,-2.628e-05,-3.1882e-05,0,0.492,SpaceX-E
STARLINK-11343 [DTC],2024-213K,2025-10-07T18:44:42.000029,15.6970466,0.0001151,53.1566,75.1644,88.6134,53.6366,0,C,62017,280,1,-8.1475e-05,-9.885e-05,0,0.377,SpaceX-E
STARLINK-11411 [DTC],2024-213L,2025-10-07T18:37:42.000038,15.69702772,0.000109,53.1562,75.0754,85.6797,84.554,0,C,62018,280,1,-5.8796e-05,-7.1337e-05,0,0.396,SpaceX-E
STARLINK-11404 [DTC],2024-213M,2025-10-07T18:43:41.999981,15.69734548,0.0001019,53.157,75.3912,88.2677,298.9509,0,C,62019,280,1,0.00012477,0.00015172,0,1.384,SpaceX-E
STARLINK-11378 [DTC],2024-213N,2025-10-07T18:44:42.000029,15.69703349,0.0001066,53.1569,74.708,88.587,275.557,0,C,62020,280,1,-6.2341e-05,-7.5638e-05,0,0.431,SpaceX-E
STARLINK-32520,2024-213P,2025-10-07T19:27:42.000019,15.30169814,0.000139,53.1579,158.5498,90.1227,279.3334,0,C,62021,280,1,0.00046342,0.00013747,0,0.351,SpaceX-E
STARLINK-32539,2024-213Q,2025-10-07T19:27:42.000019,15.30206275,0.0001328,53.159,145.7187,85.311,217.5064,0,C,62022,280,1,-0.00041784,-0.00012398,0,0.279,SpaceX-E
STARLINK-32334,2024-213R,2025-10-07T19:29:42.000029,15.30207973,0.0001024,53.1565,157.9338,94.0672,231.2762,0,C,62023,280,1,-0.00037809,-0.0001122,0,0.376,SpaceX-E
STARLINK-32504,2024-213S,2025-10-07T19:26:41.999971,15.30199398,0.000135,53.1571,158.1323,82.9862,137.8122,0,C,62024,280,1,-0.00018743,-5.5614e-05,0,0.315,SpaceX-E
STARLINK-32493,2024-213T,2025-10-07T19:29:42.000029,15.3019589,8.99e-05,53.159,158.4767,89.8953,322.0903,0,C,62025,280,1,0.00021807,6.4724e-05,0,0.527,SpaceX-E
STARLINK-32561,2024-213U,2025-10-07T19:30:41.999990,15.30197667,0.0001259,53.1578,158.1849,87.5727,113.6376,0,C,62026,280,1,-0.00013498,-4.005e-05,0,0.3,SpaceX-E
STARLINK-32512,2024-213V,2025-10-07T19:27:42.000019,15.30194661,0.0001201,53.1564,158.0215,82.0704,194.9114,0,C,62027,280,1,-9.3853e-05,-2.7847e-05,0,0.32,SpaceX-E
STARLINK-32637,2024-216A,2025-10-07T19:23:42.000000,15.27553128,0.0001611,43.0035,39.3258,265.5981,285.9278,0,C,62032,280,1,0.0014023,0.00038731,0,0.34,SpaceX-E
STARLINK-32582,2024-216B,2025-10-07T19:27:42.000019,15.27551738,0.0002106,43.0044,46.7091,264.5414,102.466,0,C,62033,280,1,0.0013459,0.00037171,0,0.279,SpaceX-E
STARLINK-32615,2024-216C,2025-10-07T19:19:41.999981,15.27554398,0.0001363,43.0022,39.8475,264.9962,59.0058,0,C,62034,280,1,0.0014665,0.0004051,0,0.275,SpaceX-E
STARLINK-32592,2024-216D,2025-10-07T19:28:41.999981,15.27540354,0.0001258,43.0018,47.0405,275.5367,313.8069,0,C,62035,280,1,0.0013937,0.00038479,0,0.253,SpaceX-E
STARLINK-32225,2024-216E,2025-10-07T19:22:42.000038,15.2774906,0.0001482,43.0023,39.8856,261.645,52.5826,0,C,62036,280,1,-0.0060167,-0.0016614,0,1.064,SpaceX-E
STARLINK-32595,2024-216F,2025-10-07T19:27:42.000019,15.27552208,0.0001583,43.004,46.8937,261.8748,27.3103,0,C,62037,280,1,0.001235,0.00034106,0,0.304,SpaceX-E
STARLINK-32477,2024-216G,2025-10-07T19:20:42.000029,15.27551821,0.0001448,43.0051,36.141,267.8743,163.3951,0,C,62038,280,1,0.0016317,0.00045074,0,0.269,SpaceX-E
STARLINK-32480,2024-216H,2025-10-07T19:29:42.000029,15.2754313,0.0001388,43.0011,39.8915,267.3908,59.521,0,C,62039,280,1,0.0012927,0.00035691,0,0.337,SpaceX-E
STARLINK-32510,2024-216J,2025-10-07T19:27:42.000019,15.27550342,0.0001202,43.0024,47.231,265.9828,241.7114,0,C,62040,280,1,0.0014781,0.00040823,0,0.262,SpaceX-E
STARLINK-32456,2024-216K,2025-10-07T19:26:41.999971,15.27534699,0.0001563,43.0015,39.9557,265.0943,29.1249,0,C,62041,280,1,0.0015516,0.00042837,0,0.296,SpaceX-E
STARLINK-32509,2024-216L,2025-10-07T19:23:42.000000,15.27532051,0.0001604,43.0034,39.7479,274.7298,99.993,0,C,62042,280,1,0.0013902,0.00038372,0,0.33,SpaceX-E
STARLINK-32491,2024-216M,2025-10-07T19:24:41.999962,15.27543,0.000151,43.0022,47.1936,258.1348,259.3336,0,C,62043,280,1,0.0014494,0.00040021,0,0.278,SpaceX-E
STARLINK-32577,2024-216N,2025-10-07T19:27:42.000019,15.27552486,0.0001467,43.0046,46.7907,261.2558,70.39,0,C,62044,280,1,0.0012323,0.0003403,0,0.312,SpaceX-E
STARLINK-32618,2024-216P,2025-10-07T19:21:41.999990,15.2755516,0.0001371,43.0021,39.9025,265.6227,37.7319,0,C,62045,280,1,0.0014258,0.00039385,0,0.279,SpaceX-E
STARLINK-32598,2024-216Q,2025-10-07T19:20:42.000029,15.27551026,0.0001562,43.0026,39.2487,262.3691,313.0829,0,C,62046,280,1,0.0015608,0.00043112,0,0.283,SpaceX-E
STARLINK-32630,2024-216R,2025-10-07T19:28:41.999981,15.27554118,0.0001404,43.0028,46.9385,263.7036,8.077,0,C,62047,280,1,0.0012935,0.00035724,0,0.288,SpaceX-E
STARLINK-32599,2024-216S,2025-10-07T19:21:41.999990,15.27530719,0.0001466,43.0029,47.0186,287.7696,296.0732,0,C,62048,280,1,0.0011978,0.00033054,0,0.356,SpaceX-E
STARLINK-32473,2024-216T,2025-10-07T19:20:42.000029,15.27538928,0.0001347,43.0029,39.7911,261.2701,87.8352,0,C,62049,280,1,0.0012977,0.00035823,0,0.362,SpaceX-E
STARLINK-32492,2024-216U,2025-10-07T19:22:42.000038,15.27545115,0.0001641,43.0042,46.6752,274.8144,94.3295,0,C,62050,280,1,0.0012097,0.00033398,0,0.335,SpaceX-E
STARLINK-32496,2024-216V,2025-10-07T19:27:42.000019,15.27551295,0.0001465,43.001,47.1305,260.8841,289.2554,0,C,62051,280,1,0.0014758,0.00040762,0,0.269,SpaceX-E
STARLINK-32495,2024-216W,2025-10-07T19:24:41.999962,15.27545369,0.0001544,43.003,46.4254,259.3446,216.4786,0,C,62052,280,1,0.0014301,0.00039492,0,0.275,SpaceX-E
STARLINK-32494,2024-216X,2025-10-07T19:25:42.000010,15.27552773,0.0001342,43.0045,46.7634,265.9092,72.2219,0,C,62053,280,1,0.0013565,0.00037464,0,0.273,SpaceX-E
STARLINK-32408,2024-216Y,2025-10-07T19:21:41.999990,15.27536048,0.0001564,43.004,39.7364,269.1808,104.9565,0,C,62054,280,1,0.0015175,0.00041897,0,0.281,SpaceX-E
STARLINK-32571,2024-216Z,2025-10-07T19:28:41.999981,15.27553002,0.0001268,43.0022,39.1618,273.5644,353.6925,0,C,62055,280,1,0.001638,0.00045252,0,0.261,SpaceX-E
STARLINK-11465 [DTC],2024-217A,2025-10-07T18:37:42.000038,15.6970475,6.48e-05,53.1567,104.8642,91.4333,120.5065,0,C,62057,280,1,-8.8379e-05,-0.00010722,0,0.417,SpaceX-E
STARLINK-11426 [DTC],2024-217B,2025-10-07T18:42:42.000019,15.69695985,9.51e-05,53.1566,104.7902,84.0863,175.2282,0,C,62058,280,1,-2.4097e-05,-2.9234e-05,0,0.415,SpaceX-E
STARLINK-11454 [DTC],2024-217C,2025-10-07T18:52:41.999981,15.69705787,8.05e-05,53.156,105.1515,95.4325,8.9893,0,C,62059,280,1,-0.00010505,-0.00012745,0,0.481,SpaceX-E
STARLINK-11473 [DTC],2024-217D,2025-10-07T18:39:41.999962,15.69697523,8.73e-05,53.1564,105.3083,91.405,266.5014,0,C,62060,280,1,-4.1638e-05,-5.0512e-05,0,0.422,SpaceX-E
